Freq.Sweep,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy
"Rated Frequency","R, Re(Z) in Ohm","X, Im(Z) in Ohm","Z, Magnitude in Ohm","R1 in Ohm","X1 in Ohm","R2 in Ohm","X2 in Ohm","Z1 in Ohm","Z2 in Ohm","Z0 in Ohm"
27.500000,554.207880,291.859011,626.360963,749.152628,1085.028843,749.152628,1085.028843,1318.528441,1318.528441,1304.858461
27.666667,576.218721,323.737282,660.934068,788.184694,1112.468391,788.184694,1112.468391,1363.385871,1363.385871,1262.931006
27.833333,601.255885,356.766336,699.135793,831.264122,1142.924388,831.264122,1142.924388,1413.250225,1413.250225,1223.719469
28.000000,629.982112,391.107016,741.513425,879.437886,1176.506269,879.437886,1176.506269,1468.869633,1468.869633,1186.942892
28.166667,663.181131,426.839231,788.670363,933.925288,1213.220071,933.925288,1213.220071,1531.051725,1531.051725,1152.359281
28.333333,701.778429,463.941477,841.269670,996.151046,1252.935025,996.151046,1252.935025,1600.675821,1600.675821,1119.759670
28.500000,746.867966,502.257387,900.041244,1067.786962,1295.331232,1067.786962,1295.331232,1678.705453,1678.705453,1088.963144
28.666667,799.743520,541.443528,965.790242,1150.800194,1339.819346,1150.800194,1339.819346,1766.198451,1766.198451,1059.812617
28.833333,861.931549,580.889271,1039.402877,1247.503537,1385.418770,1247.503537,1385.418770,1864.309589,1864.309589,1032.171232
29.000000,935.218226,619.597017,1121.843836,1360.596766,1430.576559,1360.596766,1430.576559,1974.277805,1974.277805,1005.919295
29.166667,1021.655815,656.007719,1214.136208,1493.176704,1472.904406,1493.176704,1472.904406,2097.385053,2097.385053,980.951645
29.333333,1123.519926,687.753051,1317.308348,1648.673638,1508.805883,1648.673638,1508.805883,2234.864639,2234.864639,957.175419
