Freq.Sweep,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy
"Rated Frequency","R, Re(Z) in Ohm","X, Im(Z) in Ohm","Z, Magnitude in Ohm","R1 in Ohm","X1 in Ohm","R2 in Ohm","X2 in Ohm","Z1 in Ohm","Z2 in Ohm","Z0 in Ohm"
30.666667,261.086307,896.320982,933.572366,67.728031,318.505151,67.728031,318.505151,325.626500,325.626500,2151.782845
30.833333,289.093678,946.957790,990.103131,68.041509,323.632688,68.041509,323.632688,330.707973,330.707973,2312.266925
31.000000,323.452565,1004.268754,1055.072174,68.425459,328.995859,68.425459,328.995859,336.036187,336.036187,2497.978661
31.166667,366.304393,1069.484334,1130.475851,68.890904,334.594342,68.890904,334.594342,341.612837,341.612837,2715.078199
31.333333,420.736082,1144.043317,1218.956095,69.448332,340.427457,69.448332,340.427457,347.439095,347.439095,2971.759833
31.500000,491.301644,1229.530300,1324.055159,70.107523,346.493745,70.107523,346.493745,353.515176,353.515176,3279.082497
31.666667,584.878583,1327.432339,1450.572153,70.876561,352.790661,70.876561,352.790661,359.839878,359.839878,3652.159566
31.833333,712.078705,1438.426717,1605.031932,71.760151,359.315609,71.760151,359.315609,366.411280,366.411280,4111.789441
32.000000,889.505577,1560.467840,1796.184860,72.759288,366.069163,72.759288,366.069163,373.229883,373.229883,4686.387263
32.166667,1142.825891,1683.855980,2035.048397,73.716860,373.091993,73.716860,373.091993,380.304892,380.304892,5413.093932
32.333333,1509.599855,1778.838742,2333.057863,75.111788,380.292135,75.111788,380.292135,387.638863,387.638863,6333.330621
32.500000,2029.212716,1768.973884,2692.020217,76.480591,387.781813,76.480591,387.781813,395.251838,395.251838,7466.831550
32.666667,2686.784756,1495.078821,3074.747633,77.819693,395.572408,77.819693,395.572408,403.154356,403.154356,8725.295125
32.833333,3264.482527,770.934834,3354.278862,79.662249,403.550968,79.662249,403.550968,411.338617,411.338617,9751.070048
33.000000,3329.711705,-280.976834,3341.545753,81.496076,411.835476,81.496076,411.835476,419.821474,419.821474,9966.469105
33.166667,2792.349264,-1116.243978,3007.193880,83.306726,420.433682,83.306726,420.433682,428.607619,428.607619,9217.582342
33.333333,2074.706163,-1460.112241,2536.992988,85.668134,429.218946,85.668134,429.218946,437.684741,437.684741,8005.048080
33.500000,1487.460477,-1472.339159,2092.921707,88.005357,438.345985,88.005357,438.345985,447.092994,447.092994,6811.476779
33.666667,1078.789209,-1349.852651,1727.972319,90.309586,447.846825,90.309586,447.846825,456.861686,456.861686,5813.175746
33.833333,805.892302,-1193.565140,1440.159764,93.240881,457.583073,93.240881,457.583073,466.986221,466.986221,5019.055466
34.000000,622.352778,-1041.546960,1213.319023,96.181201,467.725367,96.181201,467.725367,477.512138,477.512138,4391.910330
34.166667,496.377920,-905.248914,1032.408173,99.362470,478.232908,99.362470,478.232908,488.446122,488.446122,3892.330229
34.333333,407.826847,-786.266256,885.741137,102.802492,489.118854,102.802492,489.118854,499.805568,499.805568,3488.814191
34.500000,344.184338,-683.012297,764.832437,106.519679,500.398516,106.519679,500.398516,511.610317,511.610317,3158.011446
34.666667,297.576486,-593.142391,663.603542,110.534122,512.089215,110.534122,512.089215,523.882769,523.882769,2882.929790
34.833333,262.940924,-514.380888,577.689906,114.868123,524.210042,114.868123,524.210042,536.647793,536.647793,2651.175154
35.000000,236.944218,-444.760267,503.938743,119.546632,536.781659,119.546632,536.781659,549.932675,549.932675,2453.611354
35.166667,217.339893,-382.651722,440.067005,124.597525,549.826210,124.597525,549.826210,563.767155,563.767155,2283.411313
35.333333,202.581634,-326.728710,384.435909,130.051972,563.367253,130.051972,563.367253,578.183515,578.183515,2135.399365
35.500000,191.585199,-275.915234,335.907881,135.944789,577.429737,135.944789,577.429737,593.216729,593.216729,2005.595777
35.666667,183.578583,-229.336734,293.762546,142.314887,592.039974,142.314887,592.039974,608.904638,608.904638,1890.898890
35.833333,178.005613,-186.278622,257.654271,149.205767,607.225601,149.205767,607.225601,625.288166,625.288166,1788.860743
36.000000,174.462661,-146.152961,227.591538,156.666094,623.015520,156.666094,623.015520,642.411553,642.411553,1697.526614
36.166667,172.656291,-108.472215,203.902958,164.750330,639.439824,164.750330,639.439824,660.322618,660.322618,1615.318721
36.333333,172.374507,-72.828806,187.128313,173.519504,656.529647,173.519504,656.529647,679.073041,679.073041,1540.950823
36.500000,173.466942,-38.879219,177.770565,183.042057,674.316974,183.042057,674.316974,698.718668,698.718668,1473.364704
36.666667,175.831079,-6.331652,175.945043,193.394817,692.834363,193.394817,692.834363,719.319825,719.319825,1411.682371
36.833333,179.402641,25.063545,181.144939,204.664105,712.114559,204.664105,712.114559,740.941658,740.941658,1355.169653
